natural_language_query,sql_query
Find all aircraft that have not flown in the last 90 days.,"SELECT * FROM Aircrafts WHERE last_flown_date < DATE('now', '-90 days');"
List all passengers who have booked flights to at least 3 different continents in the last year.,"SELECT p.first_name, p.last_name FROM Passengers p JOIN Bookings b ON p.passenger_id = b.passenger_id JOIN Flights f ON b.flight_id = f.flight_id JOIN Airports arr ON f.arrival_airport_id = arr.airport_id WHERE f.departure_time > DATE('now', '-1 year') GROUP BY p.passenger_id HAVING COUNT(DISTINCT arr.continent) >= 3;"
"Calculate the percentage of flights that have Wi-Fi available, grouped by airline.","SELECT al.name, (COUNT(CASE WHEN am.type = 'Wi-Fi' THEN 1 END) * 100.0) / COUNT(DISTINCT f.flight_id) as wifi_percentage FROM Airlines al JOIN Flights f ON al.airline_id = f.airline_id JOIN Aircrafts a ON f.aircraft_id = a.aircraft_id LEFT JOIN Amenities am ON a.aircraft_id = am.aircraft_id GROUP BY al.name;"
Find the pilot who has flown the most night hours.,"SELECT p.name, SUM(f.night_flight_duration_hours) as total_night_hours FROM Pilots p JOIN Crews c ON p.pilot_id = c.pilot_id JOIN Flights f ON c.flight_id = f.flight_id GROUP BY p.pilot_id ORDER BY total_night_hours DESC LIMIT 1;"
Update the status of all passengers on a cancelled flight to 'Rebooking required'.,UPDATE Bookings SET status = 'Rebooking required' WHERE flight_id IN (SELECT flight_id FROM Flights WHERE status = 'Cancelled');
Find all flights that have a turnaround time of exactly 60 minutes.,"WITH FlightTurnarounds AS (SELECT aircraft_id, arrival_time, LEAD(departure_time, 1) OVER (PARTITION BY aircraft_id ORDER BY arrival_time) as next_departure FROM Flights) SELECT * FROM FlightTurnarounds WHERE (strftime('%s', next_departure) - strftime('%s', arrival_time)) = 3600;"
List all airports that have a currency exchange service open 24/7.,SELECT * FROM Airports WHERE amenities LIKE '%24/7 Currency Exchange%';
Find the average number of passengers per flight for each day of the week.,"SELECT STRFTIME('%w', f.departure_time) as day_of_week, AVG(pax_count) FROM Flights f JOIN (SELECT flight_id, COUNT(booking_id) as pax_count FROM Bookings GROUP BY flight_id) as flight_data ON f.flight_id = flight_data.flight_id GROUP BY day_of_week;"
Add a 'is_active' boolean column to the Routes table.,ALTER TABLE Routes ADD COLUMN is_active BOOLEAN DEFAULT 1;
Find all flights where the number of checked bags exceeds the number of passengers.,"SELECT f.flight_number FROM Flights f JOIN (SELECT flight_id, COUNT(*) as bag_count FROM CheckedBaggage GROUP BY flight_id) as baggage_counts ON f.flight_id = baggage_counts.flight_id JOIN (SELECT flight_id, COUNT(*) as pax_count FROM Bookings GROUP BY flight_id) as passenger_counts ON f.flight_id = passenger_counts.flight_id WHERE baggage_counts.bag_count > passenger_counts.pax_count;"
List all pilots who are certified on more than 3 types of aircraft.,"SELECT p.name, COUNT(c.aircraft_model) as certified_models FROM Pilots p JOIN Certifications c ON p.pilot_id = c.pilot_id GROUP BY p.pilot_id HAVING certified_models > 3;"
Find the total revenue from flights that were less than 50% full.,"SELECT SUM(t.price) FROM Tickets t JOIN Flights f ON t.flight_id = f.flight_id JOIN (SELECT flight_id, COUNT(booking_id) as pax_count FROM Bookings GROUP BY flight_id) as flight_data ON f.flight_id = flight_data.flight_id JOIN Aircrafts a ON f.aircraft_id = a.aircraft_id WHERE (flight_data.pax_count * 1.0 / a.capacity) < 0.5;"
Create a materialized view for daily flight statistics.,"CREATE MATERIALIZED VIEW DailyFlightStats AS SELECT DATE(departure_time) as day, COUNT(*) as total_flights, SUM(CASE WHEN status = 'Delayed' THEN 1 ELSE 0 END) as delayed_flights, AVG((strftime('%s', arrival_time) - strftime('%s', departure_time))/60.0) as avg_duration_minutes FROM Flights GROUP BY day;"
Find all flights that have at least one passenger from every continent.,SELECT f.flight_number FROM Flights f JOIN Bookings b ON f.flight_id = b.flight_id JOIN Passengers p ON b.passenger_id = p.passenger_id GROUP BY f.flight_id HAVING COUNT(DISTINCT p.continent_of_residence) = 7;
List all maintenance events that required a part replacement.,SELECT * FROM Maintenance WHERE part_replaced = 1;
Find the average number of days between a pilot's certification and their first flight on that aircraft type.,SELECT AVG(JULIANDAY(f.departure_time) - JULIANDAY(c.certification_date)) FROM Certifications c JOIN Crews cr ON c.pilot_id = cr.pilot_id JOIN Flights f ON cr.flight_id = f.flight_id JOIN Aircrafts a ON f.aircraft_id = a.aircraft_id WHERE c.aircraft_model = a.model;
Update the timezone for all airports in a specific country.,UPDATE Airports SET timezone = 'Europe/Paris' WHERE country = 'France';
Find all flights where the cabin crew outnumber the passengers.,"SELECT f.flight_number FROM Flights f JOIN Crews c ON f.flight_id = c.flight_id JOIN (SELECT flight_id, COUNT(*) as pax_count FROM Bookings GROUP BY flight_id) as pax ON f.flight_id = pax.flight_id WHERE c.cabin_crew_count > pax.pax_count;"
List all airports that can handle an Airbus A380.,SELECT * FROM Airports WHERE can_handle_a380 = 1;
Calculate the total flight time for each aircraft registration.,"SELECT a.registration, SUM((strftime('%s', f.arrival_time) - strftime('%s', f.departure_time))/3600.0) as total_flight_hours FROM Aircrafts a JOIN Flights f ON a.aircraft_id = f.aircraft_id GROUP BY a.registration;"
Find the most common city pair for connecting flights.,"SELECT dep.city, arr.city, COUNT(*) as connection_count FROM Flights f1 JOIN Flights f2 ON f1.arrival_airport_id = f2.departure_airport_id JOIN Airports dep ON f1.departure_airport_id = dep.airport_id JOIN Airports arr ON f2.arrival_airport_id = arr.airport_id WHERE f1.ticket_id = f2.ticket_id GROUP BY dep.city, arr.city ORDER BY connection_count DESC LIMIT 1;"
List all passengers who have booked a flight with a flexible ticket.,SELECT p.* FROM Passengers p JOIN Bookings b ON p.passenger_id = b.passenger_id JOIN Tickets t ON b.ticket_id = t.ticket_id WHERE t.is_flexible = 1;
Find the number of flights that have been cancelled for each airline.,"SELECT al.name, COUNT(*) as cancelled_flights FROM Airlines al JOIN Flights f ON al.airline_id = f.airline_id WHERE f.status = 'Cancelled' GROUP BY al.name;"
Show the top 3 most common maintenance tasks.,"SELECT description, COUNT(*) as task_count FROM Maintenance GROUP BY description ORDER BY task_count DESC LIMIT 3;"
Find all aircraft that were manufactured in the 1990s.,SELECT * FROM Aircrafts WHERE manufacturing_year BETWEEN 1990 AND 1999;
List all passengers who have a loyalty status but have not flown in the last year.,"SELECT * FROM Passengers WHERE loyalty_tier IS NOT NULL AND passenger_id NOT IN (SELECT DISTINCT passenger_id FROM Bookings b JOIN Flights f ON b.flight_id = f.flight_id WHERE f.departure_time > DATE('now', '-1 year'));"
Calculate the average number of passengers on flights between two continents.,"SELECT dep.continent, arr.continent, AVG(pax_count) FROM Flights f JOIN Airports dep ON f.departure_airport_id = dep.airport_id JOIN Airports arr ON f.arrival_airport_id = arr.airport_id JOIN (SELECT flight_id, COUNT(booking_id) as pax_count FROM Bookings GROUP BY flight_id) as flight_data ON f.flight_id = flight_data.flight_id GROUP BY dep.continent, arr.continent;"
Find the pilot and copilot pair that have flown together the most.,"SELECT pilot_id, copilot_id, COUNT(*) as flights_together FROM Crews GROUP BY pilot_id, copilot_id ORDER BY flights_together DESC LIMIT 1;"
Update the aircraft capacity for a specific registration number.,UPDATE Aircrafts SET capacity = 320 WHERE registration = 'G-CIVB';
Find all flights that had to use a backup pilot.,SELECT * FROM Flights WHERE backup_pilot_id IS NOT NULL;
List all airports that have a dedicated cargo terminal.,SELECT * FROM Airports WHERE has_cargo_terminal = 1;
Find the average delay time for each airline on international routes.,"SELECT al.name, AVG((strftime('%s', f.arrival_time) - strftime('%s', f.scheduled_arrival_time))/60.0) as avg_delay FROM Airlines al JOIN Flights f ON al.airline_id = f.airline_id JOIN Airports dep ON f.departure_airport_id = dep.airport_id JOIN Airports arr ON f.arrival_airport_id = arr.airport_id WHERE f.status = 'Delayed' AND dep.country != arr.country GROUP BY al.name;"
Add a 'notes' column to the Passengers table.,ALTER TABLE Passengers ADD COLUMN notes TEXT;
Find all flights that have a passenger with a severe allergy on board.,SELECT DISTINCT f.flight_number FROM Flights f JOIN Bookings b ON f.flight_id = b.flight_id JOIN SpecialRequests sr ON b.booking_id = sr.booking_id WHERE sr.request_type = 'Severe Allergy';
List all aircraft that are leased and not owned by the airline.,SELECT a.* FROM Aircrafts a JOIN FleetInfo fi ON a.aircraft_id = fi.aircraft_id WHERE fi.ownership_status = 'Leased';
Find the total number of passengers who have traveled to every airport in a specific country.,SELECT COUNT(*) FROM (SELECT p.passenger_id FROM Passengers p WHERE NOT EXISTS (SELECT ap.airport_id FROM Airports ap WHERE ap.country = 'Japan' EXCEPT SELECT DISTINCT f.arrival_airport_id FROM Flights f JOIN Bookings b ON f.flight_id = b.flight_id WHERE b.passenger_id = p.passenger_id));
Create a trigger to log all updates to the Flights table status.,"CREATE TRIGGER log_flight_status_change AFTER UPDATE OF status ON Flights FOR EACH ROW BEGIN INSERT INTO FlightStatusLog (flight_id, old_status, new_status, change_timestamp) VALUES (OLD.flight_id, OLD.status, NEW.status, DATETIME('now')); END;"
Find all flights that have departed but not yet landed.,SELECT * FROM Flights WHERE status = 'In Air' OR status = 'Departed';
List all maintenance checks performed by a specific technician.,SELECT m.* FROM Maintenance m JOIN Technicians t ON m.technician_id = t.technician_id WHERE t.name = 'Bob Smith';
Find the average number of available seats on flights to a specific city.,"SELECT AVG(a.capacity - pax_count) FROM Flights f JOIN Airports arr ON f.arrival_airport_id = arr.airport_id JOIN Aircrafts a ON f.aircraft_id = a.aircraft_id LEFT JOIN (SELECT flight_id, COUNT(booking_id) as pax_count FROM Bookings GROUP BY flight_id) as flight_data ON f.flight_id = flight_data.flight_id WHERE arr.city = 'Dubai' ;"
Update the seat number for a passenger on a specific flight.,UPDATE Bookings SET seat_number = '14A' WHERE passenger_id = 12345 AND flight_id = 6789;
Find all flights that have a crew member whose birthday is on the day of the flight.,"SELECT f.flight_number FROM Flights f JOIN Crews c ON f.flight_id = c.flight_id JOIN CrewMembers cm ON c.crew_member_id = cm.crew_member_id WHERE STRFTIME('%m-%d', f.departure_time) = STRFTIME('%m-%d', cm.date_of_birth);"
List all airports that have more than 5 runways.,"SELECT a.name FROM Airports a JOIN (SELECT airport_id, COUNT(*) as runway_count FROM Runways GROUP BY airport_id) as r ON a.airport_id = r.airport_id WHERE r.runway_count > 5;"
Calculate the total fuel cost per airline.,"SELECT al.name, SUM(f.fuel_consumption_liters * c.price_per_liter) as total_fuel_cost FROM Airlines al JOIN Flights f ON al.airline_id = f.airline_id JOIN Costs c ON f.flight_id = c.flight_id GROUP BY al.name;"
Find the most common aircraft used for flights between 'LHR' and 'JFK'.,"SELECT a.model, a.manufacturer, COUNT(*) as flight_count FROM Aircrafts a JOIN Flights f ON a.aircraft_id = f.aircraft_id JOIN Airports dep ON f.departure_airport_id = dep.airport_id JOIN Airports arr ON f.arrival_airport_id = arr.airport_id WHERE dep.iata_code = 'LHR' AND arr.iata_code = 'JFK' GROUP BY a.model, a.manufacturer ORDER BY flight_count DESC LIMIT 1;"
List all passengers who have booked a flight in first class but have a 'Silver' loyalty status.,SELECT p.* FROM Passengers p JOIN Bookings b ON p.passenger_id = b.passenger_id JOIN Tickets t ON b.ticket_id = t.ticket_id WHERE t.class = 'First' AND p.loyalty_tier = 'Silver';
Find the number of flights that were diverted due to bad weather at the destination.,SELECT COUNT(*) FROM Flights WHERE status = 'Diverted' AND diversion_reason LIKE '%weather%';
Show the top 5 busiest routes during the summer.,"SELECT dep.name, arr.name, COUNT(*) as flight_count FROM Flights f JOIN Airports dep ON f.departure_airport_id = dep.airport_id JOIN Airports arr ON f.arrival_airport_id = arr.airport_id WHERE STRFTIME('%m', f.departure_time) IN ('06', '07', '08') GROUP BY dep.name, arr.name ORDER BY flight_count DESC LIMIT 5;"
Find all aircraft that have an entertainment system from 'Panasonic'.,SELECT * FROM Aircrafts a JOIN Amenities am ON a.aircraft_id = am.aircraft_id WHERE am.type = 'In-flight Entertainment' AND am.provider = 'Panasonic';
List all pilots who have an expired medical certificate.,SELECT * FROM Pilots WHERE medical_expiry_date < DATE('now');
Calculate the percentage of passengers who check in online.,SELECT (COUNT(CASE WHEN check_in_type = 'Online' THEN 1 END) * 100.0) / COUNT(*) FROM Bookings;
Find the pilot who has flown the greatest number of unique routes.,"SELECT p.name, COUNT(DISTINCT f.route_id) as unique_routes FROM Pilots p JOIN Crews c ON p.pilot_id = c.pilot_id JOIN Flights f ON c.flight_id = f.flight_id GROUP BY p.pilot_id ORDER BY unique_routes DESC LIMIT 1;"
Update the airline's country of origin.,UPDATE Airlines SET country = 'United Arab Emirates' WHERE name = 'Etihad Airways';
Find all flights that have a special request for an oxygen bottle.,SELECT DISTINCT f.flight_number FROM Flights f JOIN Bookings b ON f.flight_id = b.flight_id JOIN SpecialRequests sr ON b.booking_id = sr.booking_id WHERE sr.request_type = 'Medical Oxygen';
List all airports that have a hotel inside the terminal.,SELECT * FROM Airports WHERE amenities LIKE '%In-Terminal Hotel%';
Find the average number of bookings per flight for each airline.,"SELECT al.name, AVG(booking_count) FROM Airlines al JOIN (SELECT f.airline_id, f.flight_id, COUNT(b.booking_id) as booking_count FROM Flights f LEFT JOIN Bookings b ON f.flight_id = b.flight_id GROUP BY f.flight_id) as flight_data ON al.airline_id = flight_data.airline_id GROUP BY al.name;"
Add a 'date_of_hire' column to the Employees table.,ALTER TABLE Employees ADD COLUMN date_of_hire DATE;
Find all flights where the arrival was more than 30 minutes earlier than scheduled.,"SELECT * FROM Flights WHERE (strftime('%s', scheduled_arrival_time) - strftime('%s', arrival_time)) > 1800;"
List all cabin crew members who are certified for first aid.,SELECT * FROM CabinCrew WHERE first_aid_certified = 1;
Find the total number of passengers who flew on a specific day.,SELECT COUNT(DISTINCT b.passenger_id) FROM Bookings b JOIN Flights f ON b.flight_id = f.flight_id WHERE DATE(f.departure_time) = '2023-11-15';
Create a view that lists all active pilots and their total flight hours.,"CREATE VIEW ActivePilotHours AS SELECT p.name, p.total_flight_hours FROM Pilots p WHERE p.is_active = 1;"
Find all flights that have a passenger with the same name as a crew member.,SELECT f.flight_number FROM Flights f JOIN Bookings b ON f.flight_id = b.flight_id JOIN Passengers p ON b.passenger_id = p.passenger_id JOIN Crews c ON f.flight_id = c.flight_id JOIN CrewMembers cm ON c.crew_member_id = cm.crew_member_id WHERE p.first_name = cm.first_name AND p.last_name = cm.last_name;
"List all maintenance events that cost more than $50,000.",SELECT * FROM Maintenance WHERE cost > 50000;
Find the average number of flights an aircraft makes before its first major maintenance check.,"WITH FirstMajorCheck AS (SELECT aircraft_id, MIN(maintenance_date) as first_check_date FROM Maintenance WHERE is_major_check = 1 GROUP BY aircraft_id) SELECT AVG(flight_count) FROM (SELECT fmc.aircraft_id, COUNT(f.flight_id) as flight_count FROM FirstMajorCheck fmc JOIN Flights f ON fmc.aircraft_id = f.aircraft_id WHERE f.departure_time < fmc.first_check_date GROUP BY fmc.aircraft_id);"
Update the latitude and longitude for a specific airport.,"UPDATE Airports SET latitude = 40.6413, longitude = -73.7781 WHERE iata_code = 'JFK';"
Find all flights where the number of passengers is less than 10% of the aircraft capacity.,"SELECT f.flight_number FROM Flights f JOIN Aircrafts a ON f.aircraft_id = a.aircraft_id LEFT JOIN (SELECT flight_id, COUNT(booking_id) as pax_count FROM Bookings GROUP BY flight_id) as flight_data ON f.flight_id = flight_data.flight_id WHERE (flight_data.pax_count * 1.0 / a.capacity) < 0.1;"
List all airports that have a dedicated prayer room for multiple faiths.,SELECT * FROM Airports WHERE amenities LIKE '%Multi-Faith Prayer Room%';
Calculate the total number of miles flown by all passengers of a specific nationality.,SELECT SUM(r.distance_miles) FROM Passengers p JOIN Bookings b ON p.passenger_id = b.passenger_id JOIN Flights f ON b.flight_id = f.flight_id JOIN Routes r ON f.route_id = r.route_id WHERE p.nationality = 'British';
Find the most common aircraft manufacturer for each airline alliance.,"WITH AllianceManufacturers AS (SELECT al.alliance, a.manufacturer, COUNT(*) as aircraft_count, RANK() OVER (PARTITION BY al.alliance ORDER BY COUNT(*) DESC) as rnk FROM Airlines al JOIN Flights f ON al.airline_id = f.airline_id JOIN Aircrafts a ON f.aircraft_id = a.aircraft_id GROUP BY al.alliance, a.manufacturer) SELECT alliance, manufacturer, aircraft_count FROM AllianceManufacturers WHERE rnk = 1;"
List all passengers who have booked a flight departing on their birthday.,"SELECT p.* FROM Passengers p JOIN Bookings b ON p.passenger_id = b.passenger_id JOIN Flights f ON b.flight_id = f.flight_id WHERE STRFTIME('%m-%d', p.date_of_birth) = STRFTIME('%m-%d', f.departure_time);"
"Find the number of flights delayed due to air traffic control, by airport.","SELECT ap.name, COUNT(*) as atc_delay_count FROM Airports ap JOIN Flights f ON ap.airport_id = f.departure_airport_id JOIN Delays d ON f.flight_id = d.flight_id WHERE d.reason LIKE '%ATC%' GROUP BY ap.name;"
Show the top 5 routes with the highest passenger load factor.,"SELECT dep.name, arr.name, AVG((pax_count * 100.0) / a.capacity) as avg_load_factor FROM Flights f JOIN Airports dep ON f.departure_airport_id = dep.airport_id JOIN Airports arr ON f.arrival_airport_id = arr.airport_id JOIN Aircrafts a ON f.aircraft_id = a.aircraft_id LEFT JOIN (SELECT flight_id, COUNT(booking_id) as pax_count FROM Bookings GROUP BY flight_id) as flight_data ON f.flight_id = flight_data.flight_id GROUP BY dep.name, arr.name ORDER BY avg_load_factor DESC LIMIT 5;"
Find all aircraft that have only ever flown domestic routes.,SELECT * FROM Aircrafts WHERE aircraft_id NOT IN (SELECT DISTINCT f.aircraft_id FROM Flights f JOIN Airports dep ON f.departure_airport_id = dep.airport_id JOIN Airports arr ON f.arrival_airport_id = arr.airport_id WHERE dep.country != arr.country);
"List all pilots who are certified to land at a specific challenging airport (e.g., LUKLA).",SELECT p.* FROM Pilots p JOIN PilotCertifications pc ON p.pilot_id = pc.pilot_id WHERE pc.airport_iata = 'LUA' AND pc.certification_type = 'Special Landing';
Calculate the percentage of total revenue that comes from each ticket class.,"SELECT class, (SUM(price) * 100.0 / (SELECT SUM(price) FROM Tickets)) as revenue_percentage FROM Tickets GROUP BY class;"
Find the crew member who has worked on the most delayed flights.,"SELECT cm.name, COUNT(*) as delayed_flight_count FROM CrewMembers cm JOIN Crews c ON cm.crew_member_id = c.crew_member_id JOIN Flights f ON c.flight_id = f.flight_id WHERE f.status = 'Delayed' GROUP BY cm.crew_member_id ORDER BY delayed_flight_count DESC LIMIT 1;"
Update the 'status' of all aircraft under maintenance for more than 30 days to 'AOG' (Aircraft on Ground).,"UPDATE Aircrafts SET status = 'AOG' WHERE status = 'Under Maintenance' AND last_maintenance_start_date < DATE('now', '-30 days');"
Find all flights that have had to make an emergency landing.,SELECT * FROM Flights WHERE flight_id IN (SELECT flight_id FROM FlightEvents WHERE event_type = 'Emergency Landing');
List all airports that have a post office.,SELECT * FROM Airports WHERE amenities LIKE '%Post Office%';
Find the average number of passengers on flights operated by 'Boeing' aircraft versus 'Airbus' aircraft.,"SELECT a.manufacturer, AVG(pax_count) FROM Aircrafts a JOIN Flights f ON a.aircraft_id = f.aircraft_id LEFT JOIN (SELECT flight_id, COUNT(booking_id) as pax_count FROM Bookings GROUP BY flight_id) as flight_data ON f.flight_id = flight_data.flight_id WHERE a.manufacturer IN ('Boeing', 'Airbus') GROUP BY a.manufacturer;"
Add a 'emergency_contact_phone' column to the Passengers table.,ALTER TABLE Passengers ADD COLUMN emergency_contact_phone VARCHAR(20);
Find all flights that have a passenger who is a medical doctor.,SELECT DISTINCT f.flight_number FROM Flights f JOIN Bookings b ON f.flight_id = b.flight_id JOIN Passengers p ON b.passenger_id = b.passenger_id WHERE p.occupation = 'Doctor';
List all aircraft that have been repainted in the last year.,"SELECT * FROM Aircrafts WHERE aircraft_id IN (SELECT aircraft_id FROM Maintenance WHERE description = 'Repainting' AND maintenance_date > DATE('now', '-1 year'));"
Find the total number of seats on all aircraft for each airline.,"SELECT al.name, SUM(a.capacity) as total_seat_capacity FROM Airlines al JOIN Fleet f ON al.airline_id = f.airline_id JOIN Aircrafts a ON f.aircraft_id = a.aircraft_id GROUP BY al.name;"
Create a view that shows the next departure for each gate at a specific airport.,"CREATE VIEW JFK_Gate_Departures AS WITH RankedDepartures AS (SELECT gate_id, flight_number, departure_time, RANK() OVER (PARTITION BY gate_id ORDER BY departure_time) as rnk FROM Flights WHERE departure_airport_id = (SELECT airport_id FROM Airports WHERE iata_code = 'JFK') AND departure_time > DATETIME('now')) SELECT gate_id, flight_number, departure_time FROM RankedDepartures WHERE rnk = 1;"
Find all flights that have a passenger with a diplomatic passport.,SELECT DISTINCT f.flight_number FROM Flights f JOIN Bookings b ON f.flight_id = b.flight_id JOIN Passengers p ON b.passenger_id = p.passenger_id WHERE p.passport_type = 'Diplomatic';
List all maintenance tasks that are currently overdue.,SELECT * FROM MaintenanceSchedule WHERE due_date < DATE('now') AND status != 'Completed';
Find the average number of crew members per flight for each route.,"SELECT r.name, AVG(c.pilot_count + c.copilot_count + c.cabin_crew_count) as avg_crew_size FROM Routes r JOIN Flights f ON r.route_id = f.route_id JOIN Crews c ON f.flight_id = c.flight_id GROUP BY r.name;"
Update the home base airport for a specific pilot.,UPDATE Pilots SET home_base_iata = 'MIA' WHERE pilot_id = 567;
Find all flights where the arrival time is in a different year than the departure time.,"SELECT * FROM Flights WHERE STRFTIME('%Y', arrival_time) != STRFTIME('%Y', departure_time);"
List all airports that have a baggage storage facility.,SELECT * FROM Airports WHERE amenities LIKE '%Baggage Storage%';
Calculate the total number of passengers carried by each airline last month.,"SELECT al.name, COUNT(DISTINCT b.passenger_id) as total_passengers FROM Airlines al JOIN Flights f ON al.airline_id = f.airline_id JOIN Bookings b ON f.flight_id = b.flight_id WHERE STRFTIME('%Y-%m', f.departure_time) = STRFTIME('%Y-%m', 'now', '-1 month') GROUP BY al.name;"
Find the most common route for each aircraft model.,"WITH RankedRoutes AS (SELECT a.model, f.route_id, COUNT(*) as flight_count, RANK() OVER (PARTITION BY a.model ORDER BY COUNT(*) DESC) as rnk FROM Aircrafts a JOIN Flights f ON a.aircraft_id = f.aircraft_id GROUP BY a.model, f.route_id) SELECT rr.model, r.name, rr.flight_count FROM RankedRoutes rr JOIN Routes r ON rr.route_id = r.route_id WHERE rr.rnk = 1;"
List all passengers who have booked a flight but have not selected a seat.,SELECT p.* FROM Passengers p JOIN Bookings b ON p.passenger_id = b.passenger_id WHERE b.seat_number IS NULL;
Find the number of flights that have been diverted for each airline.,"SELECT al.name, COUNT(*) as diverted_flights FROM Airlines al JOIN Flights f ON al.airline_id = f.airline_id WHERE f.status = 'Diverted' GROUP BY al.name;"
Show the top 5 pilots with the most flying hours on a 'Boeing 747'.,"SELECT p.name, SUM((strftime('%s', f.arrival_time) - strftime('%s', f.departure_time))/3600.0) as hours_on_747 FROM Pilots p JOIN Crews c ON p.pilot_id = c.pilot_id JOIN Flights f ON c.flight_id = f.flight_id JOIN Aircrafts a ON f.aircraft_id = a.aircraft_id WHERE a.model = '747' GROUP BY p.pilot_id ORDER BY hours_on_747 DESC LIMIT 5;"
Find all aircraft that have been in service for more than 25 years.,"SELECT * FROM Aircrafts WHERE (CAST(strftime('%Y', 'now') AS INTEGER) - manufacturing_year) > 25;"
List all passengers who are traveling with more than 3 checked bags.,"SELECT p.first_name, p.last_name FROM Passengers p JOIN (SELECT b.passenger_id, COUNT(cb.baggage_id) as bag_count FROM Bookings b JOIN CheckedBaggage cb ON b.booking_id = cb.booking_id GROUP BY b.passenger_id) as baggage_data ON p.passenger_id = baggage_data.passenger_id WHERE baggage_data.bag_count > 3;"
Calculate the average on-time performance for flights departing on a Friday.,"SELECT AVG(CASE WHEN f.status = 'On-time' THEN 100.0 ELSE 0 END) FROM Flights f WHERE STRFTIME('%w', f.departure_time) = '5';"
Find the crew that has flown the most miles together.,"SELECT c.pilot_id, c.copilot_id, SUM(r.distance_miles) as total_miles_flown FROM Crews c JOIN Flights f ON c.flight_id = f.flight_id JOIN Routes r ON f.route_id = r.route_id GROUP BY c.pilot_id, c.copilot_id ORDER BY total_miles_flown DESC LIMIT 1;"
Update the 'is_public' flag for a specific flight note.,UPDATE FlightNotes SET is_public = 0 WHERE note_id = 123;
Find all flights that have a passenger whose age is over 100.,SELECT DISTINCT f.flight_number FROM Flights f JOIN Bookings b ON f.flight_id = b.flight_id JOIN Passengers p ON b.passenger_id = p.passenger_id WHERE p.age > 100;
List all airports that have a car rental service from 'Hertz'.,SELECT * FROM Airports a JOIN AirportServices s ON a.airport_id = s.airport_id WHERE s.service_type = 'Car Rental' AND s.provider_name = 'Hertz';
Find the average number of flights per route.,"SELECT AVG(flight_count) FROM (SELECT route_id, COUNT(*) as flight_count FROM Flights GROUP BY route_id);"
Add a 'visa_required' column to the Routes table.,ALTER TABLE Routes ADD COLUMN visa_required BOOLEAN;
Find all flights that have a baggage item heavier than 32kg.,SELECT DISTINCT f.flight_number FROM Flights f JOIN Bookings b ON f.flight_id = b.flight_id JOIN Baggage bg ON b.booking_id = bg.booking_id WHERE bg.weight_kg > 32;
List all pilots who are also certified as mechanics.,SELECT p.* FROM Pilots p JOIN Employees e ON p.employee_id = e.employee_id WHERE e.role = 'Mechanic';
Find the total number of passengers who have flown to 'HNL' in the last year.,"SELECT COUNT(DISTINCT b.passenger_id) FROM Bookings b JOIN Flights f ON b.flight_id = f.flight_id JOIN Airports arr ON f.arrival_airport_id = arr.airport_id WHERE arr.iata_code = 'HNL' AND f.arrival_time > DATE('now', '-1 year');"
Create a trigger that prevents deleting an airline if it still has active flights.,"CREATE TRIGGER prevent_airline_deletion BEFORE DELETE ON Airlines FOR EACH ROW BEGIN SELECT RAISE(ABORT, 'Cannot delete airline with active flights') WHERE (SELECT COUNT(*) FROM Flights WHERE airline_id = OLD.airline_id AND status != 'Completed') > 0; END;"
Find all flights that have experienced severe turbulence.,SELECT * FROM Flights WHERE flight_id IN (SELECT flight_id FROM FlightEvents WHERE event_type = 'Turbulence' AND severity = 'Severe');
List all maintenance events that happened on a weekend.,"SELECT * FROM Maintenance WHERE STRFTIME('%w', maintenance_date) IN ('0', '6');"
Find the average number of days between a passenger's bookings.,"WITH PassengerBookings AS (SELECT passenger_id, booking_date, LAG(booking_date, 1) OVER (PARTITION BY passenger_id ORDER BY booking_date) as previous_booking_date FROM Bookings) SELECT AVG(JULIANDAY(booking_date) - JULIANDAY(previous_booking_date)) FROM PassengerBookings WHERE previous_booking_date IS NOT NULL;"
Update the 'country' for an airport.,UPDATE Airports SET country = 'United Kingdom' WHERE iata_code = 'LHR';
Find all flights where the aircraft has less than 1 year of service.,"SELECT f.* FROM Flights f JOIN Aircrafts a ON f.aircraft_id = a.aircraft_id WHERE (CAST(strftime('%Y', 'now') AS INTEGER) - a.manufacturing_year) < 1;"
List all airports that have a dedicated mobile app.,SELECT * FROM Airports WHERE has_mobile_app = 1;
Calculate the total number of available seat-miles (ASMs) for an airline.,SELECT SUM(a.capacity * r.distance_miles) as total_asms FROM Airlines al JOIN Flights f ON al.airline_id = f.airline_id JOIN Aircrafts a ON f.aircraft_id = a.aircraft_id JOIN Routes r ON f.route_id = r.route_id WHERE al.name = 'American Airlines';
Find the most common departure hour for each airline.,"WITH RankedHours AS (SELECT al.name, STRFTIME('%H', f.departure_time) as hour, COUNT(*) as flight_count, RANK() OVER (PARTITION BY al.name ORDER BY COUNT(*) DESC) as rnk FROM Airlines al JOIN Flights f ON al.airline_id = f.airline_id GROUP BY al.name, hour) SELECT name, hour, flight_count FROM RankedHours WHERE rnk = 1;"
List all passengers who have booked a flight on the same day as their birthday.,"SELECT p.* FROM Passengers p JOIN Bookings b ON p.passenger_id = b.passenger_id WHERE STRFTIME('%m-%d', p.date_of_birth) = STRFTIME('%m-%d', b.booking_date);"
